@relation Camera__468Negetive556Positive-weka.filters.unsupervised.attribute.NominalToString-C1

@attribute 'Got this yesterday and like it, had before. Just to note, PowerShot A2500 is an entry-level pocket camera which is very similar to PowerShot A2300: 16-megapixel 1/2.3\" sensor, DiGiC 4 processor, and 5x zoom 28mm wide angle lens, 2.7\" LCD. Even 720p HD video capabilities are the same.Pros:1. What really distinguishes it from its predecessor is Smart Auto Mode recognizing 32 shooting environments and adjusts settings for better quality. It automatically selects the best shooting settings for optimal quality based on the environmental factors (lightning I guess) to provide point\'n\'shoot simplicity.2. 16.0 Megapixels, with loads of resolution pictures are still clear. High resolution is also good for producing biggest printouts.3. 5x Optical Zoom is sufficient in most cases.4. DIGIC 4 Image Processor. Not as fast as DIGIC 5 though fast and powerful enough to give you advanced system options, provide quick-shoot with reliable performance and low battery consumption. As far as I know DIGIC 4 is currently Canon\'s most efficient processor for budget cameras. BTW it has some Eco mode, that is said to be providing even faster warm-up times and saves the standard battery, but I haven\'t tested it yet.5. Very lightweight, just put it into your pocket, can take it everywhere.6. Price tag - $99. You can\'t get any better camera for the price.Cons:1. Like A2300 it lacks optical image stabilization, though it\'s got digital image stabilization.2. 1/2.3\" sensor. Well, entry level CCD providing good pictures, not of a DSLR quality, that\'s all I can say.Summary:Sure this is not the best camera in the world. I definitely knew it when I bought the camera. BUT, I was pleasantly surprised with the quality of pictures I shot.If you\'re like me (not a pro) and looking for a budget point-and-shoot camera taking family photos and events, mostly shoot in daylight or good lighting, I\'d definitely recommend it, taking into account its price tag of $99 - just about right.' string
@attribute ' positive' {' positive',' negetive'}

@data
'Update March 11:I mailed my camera to have the firmware updated by Canon. This is as per the technical support. Upon receiving my camera, Canon offered to send to me a refurbished model with all the updates. You can imagine my reaction - as any one else\'s would be.  What!!! Clearly it is a Scam.  I demanded my original brand new one.  I am waiting for Canon to sort out things.BEWARE and don\'t take the route I did.February 23:It is not my first camera but this one is a winner. I love this camera for all the pros that other reviewers noted. I am a mom of 2 under 10 kids and having a camera for me to capture the precious moments in our lives is a MUST. Rating of 4 stars (and not 5) is for the problem that camera is known to cause and the time you need to spend to correct it.My first camera had a problem with battery indicator. As per Cannon technical support, only some cameras have the battery indicator/shutting down problem. Those that are affected are with the serial number listed on the bottom of the camera where the 6th digit from the left is 1 or 2. Well, I requested an exchange from the seller and a brand new camera was sent to me.  I was hoping I would receive a \"problem free\" replacement. However, the second camera has exactly the same problem and the digit is 3.I called Cannon directly since I did not want to deal with self repair - 1800 652 2666. Cannon is willing to repair its xs280 models for free. Don\'t forget to ask for a free shipping label which can be emailed to you. Cannon claims that turnaround time for a repair is 4-5 business days with paid 2 day fedex return.I placed my repair order with Cannon today and am waiting for email with a shipping label to be send.I am really set on keeping this camera so I will go trough the trouble. I bought the camera to capture my kids\' precious moments. The camera works great in the low light settings during kids indoor school performances. My daughter is a swimmer and a gymnast - with the camera and this amazing zoom, for the first time in 8 years I am able to get close up shots of her in action during performances and swim races.',' negetive'
'Sadly we didn\'t purchase our camera on Amazon so we don\'t have the benefit of their return policy! The previously mentioned problems with shooting video make this otherwise fine camera a huge disappointment. Considering all the shinning reviews this camera gets we have to wonder if Canon isn\'t paying people to write this pablum, unfortunately for us we read only those reviews. There are literally tens of thousands of complaints made to Canon and it\'s been posted in every camera forum on the internet.If you are interested in purchasing this camera please consider the following. Shortly after purchase our camera began having the well documented video problems, we were unable to video more than about one minute before camera shutdown (we had the GPS shut off).  After contacting customer support we were instructed to do the firmware update. The support staff commented that this was the first they heard of this problem, apparently they have repeated that lie thousands of times, this too is posted all over the internet. The firmware update did not affect the length of video recording at all, no improvement. The last contact with Canon went unanswered, this too is apparently happening all over.Canon dropped the ball on this and now has abandoned the customer, we won\'t purchase another Canon product.',' negetive'
'Same battery issue. Updated firmware but that did not fix the issue. Returned and ordered the older version sx260 hs',' negetive'
'I have always used Cannon cameras and I cannot say enough good things about the company. So I bought this recently because of wifi and ability to upload to social media. The camera takes great pictures, the iPhone app works fine, although it uploads only one image at a time. But the browser was the biggest disaster. I installed it on my Mac. The launcher typically has an icon for a software. Cannon has many little apps within one folder I have to find the right icon that would open the browser. The first time I open, it quits. This happens every time I open it. I connect the camera, but do not see an image of my picture. I try to import it, but I cannot. This browser will not import any other picture already on my hard drive either. Needless to say, I have failed to use this camera for uploading photos anywhere. So don\'t buy it if you intend to use the browser. Just so everyone knows, I was reading the pdf manual before installing the browser. I wish Amazon would just take this product back so I can buy something other than cannon. On the Cannon web site the browser has one star from 11 reviewers. So I am not the only one with these views.There is a firmware issue that shows battery low in video mode. I was able to download and address this issue quickly. Not trying to ding Cannon, but the poor quality of browser is just shocking. I cannot believe that the brand I have so respected could let me down so completely.IGNORE WHAT I SAID ABOUT THE FIRMWARE. I TURNED ON THE MOVIE MODE AND THE LOW BATTRY LIGHT JUST CAME ON. WOW! I ALSO NOTICED THAT ANOTHER REVIEW HAD THE SAME PROBLEM AFTER UPDATING THE FIRMWARE. RETURNING THE CAMERA. JUST PRINTED THE RETURN SHIPPING LABEL.',' negetive'
'I\'ve had the SX260 for the last year, but it\'s lens is scratched, so I bought the SX280.  But sadly, I played with if for a few hours and it is clear that the battery issue while taking videos is a fatal flaw with the SX280.  Returning it today.',' negetive'
'I recently order the Canon Powershot SX280 from Amazon with the intent of using it myself and then if I liked it to give one to my daughter as well.  It was in response to my daughter asking for advice on her next camera. I already owned a Canon SX260 and was completely pleased with it, but wanted WiFi to be able to connect to my iPad and phone.  When it came I charged it up and began to take pictures.  All was well, but when I called my daughter about it, she immediately went on Amazon and read all of the reviews that had a one or two star rating.  She called me back and said that she was concerned that so many of the reviews discussed a flaw in the battery monitoring system that caused the camera to shut down if it was used for video.  I don\'t use video, so I had never tested that mode.  When I switched to video, the SX280 began blinking the battery indicator in red.  If I kept taking video or even switched to still mode the camera would turn off after a few seconds.  It could be reset by powering on again, but if you again went to video mode it would repeat the cycle.I then did a search on Google and found that this problem began being reported almost as soon as Canon put it on the market.  A couple of months later they announced a new firmware load that was supposed to fix it.  Apparently it did not.  I read hundreds of customer complaints that their cameras just could not work if you used the video mode.  I contacted Canon and asked them if they had a fix.  Their reply was that I would have to send them the camera to evaluate the problem.  Most of the customer complaints had said that when they sent their camera to Canon it would be returned with the exact same problem.  I argued with Canon that they must have known about the defect considering the number of complaints, but they just ignored me and said that there was nothing they could do unless I sent them the camera.Clearly the camera is defective.  My guess is that it is a hardware issue and they cannot fix it with firmware upgrades.  Why they would leave it on the market without fixing the camera circuitry is beyond me, but I suspect it is because if they admitted it was a hardware problem, or if they withdrew it from the market before the next model came out they might be subject to a recall situation.I returned the camera to Amazon since it was only 6 days old.',' negetive'
'This camera is defective and there has been no fix for the battery problem related to taking videos.  Some people say that they only use the camera for still photos but that is like saying \"I don\'t need the traction control on my car to work because I don\'t drive in the snow much\". It is defective and Canon knows about it.  Even more despicable is the fact that they do not acknowledge the severity of the problem and that reviewing organizations are not doing their job alerting prospective buyers.  I took mine back months ago after it ruined my video opportunities on an Alaskan bear watch.',' negetive'
'I read the reviews on this camera before buying and knew about the firmware update.  As soon as I got the camera, I upgraded the firmware that is supposed to fix the battery issue.  As soon as I start using video the low battery indicater comes on and the camera shuts down.  Also the video it records is saved as mp4 file which even the canon software does not recognize.  None of my video editing software recognizes the files and you cannot save it any other way.The camera does take good pictures and is quick, but the battery issue kills all the positives for me.  I will be sending the camera back.  Canon should stop selling this camera due to its issues.',' negetive'
'This camera is a fundamentally flawed ripoff. I exchanged it twice before realizing I should never do business with Canon ever again. You can\'t use the video function do to a battery issue, and the firmware update won\'t fix it. Canon should be ashamed for letting this lemon leave their factory.',' negetive'
'Beware! Memory card is not included with this camera and this is not made clear in the product description. It took me 20 minutes to try to locate the memory card so that I could operate the camera, thinking I had misplaced or something. Then I realized the memory card was actually not included. Product description should have made that clear. I have never bought a camera without a memory card included ever before. Annoyed that I now have to shop for a compatible memory card, spend more money AND pay for shipping. Had I known beforehand, at least I could have ordered both at the same time to take advantage of the free shipping promotion.',' negetive'
'I\'ve just received my second Canon PowerShot SX280 HS.The first one had the old firmware which caused the camera to shut down after a few minutes of use in video mode.I returned the camera to Amazon for an exchange. The new camera also has the old firmware. I called Canon Customer Support. The said to ship it to Canon to flash the new firmware, which would take care of the problem. I asked if I could do this myself. Their reply was \"We do not recommend that.\"I am concerned about Amazon selling me this camera which is defective. This is a known problem, and has been well documented on Amazon. My mistake was thinking that enough time had gone by so that only the new firmware cameras would be in stock.The Canon web page has this posted:How to Identify Cameras that are eligible for the Firmware Update:Please check the serial number on the bottom of the camera.This firmware update is for products with the following serial numbers.Serial numberProducts whose sixth digit from the left is �2� or less[*****2******] , [*****1******] , [*****0******]I now have some accessories that will have to be returned. Unfortunately I bought a SquareTrade 3-Year Camera Accident Protection Plan for 39.96. I don\'t know if they will give me my money back.This has been an expensive and time consuming process which needn\'t have been. Amazon needs to stop selling the old firmware cameras.',' negetive'
'I upgraded to the SX280 HS from the 260 HS because I wanted the DIGIC 6 processor and WiFi.  What a mistake! There is a real problem with the battery life when using the the movie mode. I carry 3 Canon fully charged batteries.  Within approximately 2 minutes after switching to movie mode to record, the battery meter changes from full charge to a flashing red low battery warning. Quickly thereafter, the camera turns off. I turn the camera off then back on and see a full charge state.  However, as soon as I zoom, the flashing red low battery appears and soon shuts itself off if don\'t cycle it off then back on.  I have installed the Canon firmware update but no change in the battery issue.  The still photo mode appears to work without an issue.  Very disheartening and disappointing from Canon.This, in my opinion, would be a fantastic camera if this issue can be corrected.  It has a powerful optical zoom and takes first rate still pictures and videos. Unfortunately, the battery issue makes this Camera impractical unless you carry 3-4 batteries with you all the time and are will to endure this ridiculous process.  Come on Canon, what are you doing?  I wish I still had my 260 HS!',' negetive'
'I want to inform people that I had the same exact issue in movie mode with the battery indicator AFTER the firmware update.  Not only did the red indicator show up seconds after I switched into movie mode, but 2 seconds after the red indicator flashed, the camera SHUT off -- costing me the shot of a lifetime!  I\'m very disappointed that the firmware did not address this issue.  I returned the first camera and was told it had a faulty battery charger (that came with the camera), so I was issued a new camera and charger.  The camera also comes with one battery, so I bought 3 extra batteries and another charger due to the poor battery life (a separate issue from the battery warning in movie mode).  While on vacation, I only used one of the chargers (didn\'t need to charge 2 batteries at a time), but was constantly charging one battery at a time due to the poor battery life.  Even with all of this equipment and the firmware update, I still had problems.  I wouldn\'t have cared if only the red indicator had flashed (and yes, it was a fully charged battery), but the main problem was that the camera shut itself off!!  Sure, the camera took great photos in photo mode but I couldn\'t deal with the battery issue which obviously was not resolved so took the second camera back as well.  It\'s too bad that Canon can\'t get the issue resolved because I would have kept the camera otherwise.  I was even considering getting the older version of this camera, the SX260, but read that it also had a really short battery life (just not the movie mode issue).  I don\'t really want to have to constantly charge batteries so will see if Canon improves the battery life (as well as the battery issue in movie mode) with the next version of the camera, whenever it comes out.',' negetive'
'Camera was defective. Canon declared it damaged, which I guess it was, but it was defective and the damage arose in frustration with the defect. Canon refused to do the right thing. Rudely.',' negetive'
'Both know there is a big problem with this camera relating to making a video but both continue to falsely advertize and then sell this camera. I ordered this camera after being very satisfied with an SX230 and wanted the newer model, was I in for a shock. I received the camera at about 2 PM and by 4 PM I had dropped it off at UPS to return it. Camera does NOT take video. While I use the camera primarly as a camera I do want to make some short 1-3 minute videos when a video tells the story better than a still photo. I put in the battery and it shows being fully charged, take several photos and camera appeared faster than the older SX230 which was one reason for wanting the new model. Switch to video mode and the battery shows almost drained, start taking a video and immediately the battery indicator starts flashing, within a couple of seconds the camera shuts off!!! Turn camera back on, switch to auto photo mode and battery shows full. Try a couple more times with same results so log on to my Amazon account to start the return process. Why both of these once fine companies would continue to not only advertize that this camera can take video and then sell the defective cameras is beyond me. If as Canon has stated there is a \"fix\" by updating the firmware then why don\'t they make sure any cameras being sold have that fix? Why doesn\'t Amazon make sure they get rid of any old inventory of cameras that do not work properly? If in fact the firmware updating does not fix the camera then Canon needs to fess up and say camera does not take video. Amazon is a big company and they should make sure that their vendors are honestly advertizing products. If Amazon does not know how to handle this situation perhaps they should talk with one of the companies they recently aquired, Zappos, about how to go about this. Better for Canon and Amazon to get out ahead on this matter before some enterprising attorney starts a class action. Or maybe some state\'s Attorney General or another governmental agency will take issue with the advertizing claims being made on this camera.',' negetive'
'SAME EXACT ISSUE WITH THE BATTERY INDICATOR SHOWING LOW WITH A FULL BATTERY IN VIDEO MODE. I have been stuck with this camera, since it was gifted to me after it was purchased for a month already. When we contacted canon, they advised us to send it for servicing (since it was outside the return window). NO OUT FOR US. SHAME ON YOU CANON FOR NOT OWNING UP TO A MAJOR ISSUE LIKE THIS. RIDICULOUS!',' negetive'
'Based on the serial number of my cam, I did not have to update the firmware. Totally wrong!!!!!!! The battery still died after taking 20 pics. Forget about the video mode. How deceitful of Canon. Totally disappointed.',' negetive'
'I read through all of the negative reviews, but decided to give this camera a shot (haha).  Bad move.  This is the first review I have ever done on any product, on any website.  I wish that it were filled with unicorns and rainbows.  Alas.Before I leave my brief, pithy comments about the product itself, let me say that I have a degree in astronautical engineering and the owner\'s manual was more difficult to understand/use than coordinating a Martian landing in a foreign tongue.  Horrible.Spoiler Alert:  The issues with the zoom and video have NOT been resolved.  In fact, I had shutdowns just using the zoom in \"still\" mode.There\'s a reason it\'s on sale, folks.  Run.',' negetive'
'Half the time I try to turn it on and the camara says charge battery.This can be right after placing a fully charged battery in it.This is my second Power shot SX that has done this.',' negetive'
'Hi,Bad review for Canon SX280.I am a Canon point and shoot camera lover but sorry to give a very bad feedback for this camera. Canon SX280! I really do not know how people are giving good feedback for this camera. Pictures are not at all Canon standard. Not sharp, colours are not bright. I mean did not like it at all. I still possess a Canon Powershot SD1200 IS. The picture quality of SX280 is nowhere in comparison with SD1200. Even SX280 design is also bad. The flash is present in a location where most of the people hold the camera and land up blocking the flash from opening resulting in restart of the camera. I returned it immediately.Guys who are really looking for good camera with sharp, crisp, good, quality photo, just not think of buying this camera.-- DB',' negetive'
'Battery gets drained within minutes of starting video recording. Do not recommend at all due to this issue. Otherwise the image quality is descent.',' negetive'
'Unable to take videos. This is a pervasive problem that Canon hasn\'t addressed. Ordered the camera and when I received it took some pictures which looked pretty good. Then tried to take a video. Battery and camera shuts down. Promptly returned the camera. Stay away from this camera if taking videos is important to you.',' negetive'
'Shame on Amazon for continuing to sell this camera that Canon knows does not work. Software battery problem, even after returning the first. Don\'t buy this camera!',' negetive'
'I\'m disappointed about the battery life issue. On Canon\'s website, they say if you have a serial number that has 3 or higher, you don\'t need the firmware upgrade that supposedly fixed the low battery life issue.I bought the camera on January 2014 from Amazon, log time after the issue were supposedly fixed, but I got a unit with a 1 on the 6th digit of the serial number, how is that Amazon is selling old units??I updated the firmware but the unit is STILL defective. Shame on Canon for selling such a lemon. As for Amazon, not sure because no doubt is losing money with all the returns that surely are requested (unless there is an agreement with Canon trying to dispose off the units still in stock)The battery problem occurs whenever using the zoom in video mode. Whenever I try and zoom, it shuts down and says \"charge battery.\" You can turn it back on and you will have a full battery, but if you try and zoom with photo OR video, it immediately shuts down.',' negetive'
'The issue with the battery going out in the middle of a video recording is not fixed as canon claimed. I had a one with a newer serial number but the recording times were still dismal. Canon should recall this defective item. They don\'t seems to care about their customers any more. This will be my last Canon product. I have been a loyal Canon fan since the film camera \"AE-1\". I have bought canon products for the last 30 years over other brands. Not any more.',' negetive'
'I brought the camera 4 days and recorded a video for 12 min the camera got hot and the battery got discharged.I Thought that the item that was sent to me may be defective hence I asked amazon to  replace it.They did the replacement very quickly.After receiving the replaced product I recorded a video for 12 min it heated up again.Due the heating issue I have to return both of camera to amazon.Now I am planing to buy a sony camera with the same configuration.',' negetive'
'I bought this camera simply because of trust. However, the battery problem other reviewers mentioned is real. A few minutes of video, then the camera died. No more shots after turning back on. So disappointed. How could such a problem exist.Lucky to buy from Amazon with great return policy. Will always buy from Amazon.',' negetive'
'The following review was rejected by the Canon Web Site for the Canon SX280 HS.The Canon SX280 HS Camera is sold new with a known firmware issue, requiring the customer to purchase and install an expensive 32GB SD card, which is not included. Anything new out of the box requiring a repair is a recall item. There are 4 pages of technical instructions to correct the firmware glitch in the camera which shuts the camera down when using the video feature. Canon is aware of this, yet they still have the camera on the market at full price. I bought it yesterday, looked it up last night, saw a list of serial numbers affected, mine was on the list. I looked up price of 32GB SD cards today. I will be returning my Canon SX280 HS to the store it was purchased from - a Big Box Store. Canon makes the best low light point and shoot cameras on the market, I own 3, but this one is going back. At the very least Canon should be mailing out, free of charge, a 32GB SD pre-loaded firmware update to anyone who purchased the Canon SX280 HS.',' negetive'
'I bought my SX280HS in Oct. 2013. I now realize that I can\'t shhot videos! I am planning a trip very soon and that is one reason I bought this camera.Below is the message that I senr to Canon, I hope I get a quick response that resolves the big problem!!Yes, after seconds of video shooting, the battery warning comes up and the camera shuts down. An off/on says full battery and I can take stills but no video?Yes, I have tried all the suggestions that I saw: Battery and card out for 1 minute and then a half hour  I downloaded the upgrade from the Canon site  etc.Help, I really would like to have the camera operating, will I have to return it?Thank you.',' negetive'
'I had a SX260 but upgraded to the 280.  The battery problem is significant.  The camera identifies that the battery is fully drained very quickly after the battery is charged.  We bought a new battery, and the same thing happens.  We\'ve had this for well under a year.  Many other reviewers have posted the same thing.  Unfortunately disappointed',' negetive'
'Can\'t I choose no stars? This camera is a lemon period! Check out Canon\'s own site. There are 80 plus pages of complaints about this POJ. My own experience was the same as all the complaints and more. My camera will not turn on unless I remove/reinstall the battery. I sent it to canon for warranty and it came back with exactly  the same malfunctions. I can\'t return it because I bought it at Target who has only a 30 day return on cameras. It is amazing they are still pushing this thing. Unknowing people must still be buying it.',' negetive'
'Purchased here at amazon.com. The camera was great, but DIED after 4 months. Suddenly it turned off with the lens open and did not turn on again. Have to send for repair to Canon, and obviously it is a pain to ship it, fill forms, bla bla bla.... also, the camera gives battery problems, even if you upgrade the firmware, if you shoot video it will display a battery problem and turn off. AVOID this camera. I am a CANON fan, but this model is TO AVOID.',' negetive'
'The battery problems while shooting video are well documented so I won\'t bore you with the details. It is enough to say that we tried and failed with this camera twice, and the second camera\'s sixth digit was a \"3\". The firmware update (installed as instructed while on the phone with Canon customer support) failed to work both times and the camera continued to shut itself down while in video mode. Thank goodness for Amazon\'s return policy. I have now returned both cameras and we are looking at another brand. Very dissapointed with canon.',' negetive'
'Canon does not support WiFi on this camera.  After call tech support, they said that it is not supported.  You must use the WEB site to set up WiFi and the Web site does not work.',' negetive'
'Be skeptical about any review that doesn\'t mention the terrible battery life. Take a few photos and press the video button and you\'re done for the day unless you have a couple of spare batteries. It\'s just not acceptable. Buyer beware. You can do better.UPDATE: This evening (May 16) Canon confirmed the battery problem in a customer forum that had numerous customer complaints identical to mine: \"We\'ve confirmed premature display of low battery level while shooting in movie mode with the PowerShot SX280 HS. We are currently working towards a resolution and will provide an update shortly.\"UPDATE 6/6: Canon just released new firmware, but users are reporting that it did NOT fix the problem.http://forums.usa.canon.com/t5/PowerShot/SX280-battery-life-shooting-video/m-p/27127#M1435',' negetive'
'Flash already doesn\'t work. Canon product support it terrible. Missed the Amazon.com return cutoff by 1 day.  Even the Canon operator said that there were lots of returns/problems with the flash. Do not buy...',' negetive'
'I have missed documenting important family moments because of this camera\'s battery failure during movie mode including, My one year old\'s first steps, my daughters birthday singing happy birthday as she blows out the candle, other precious moments gone. I bought the camera for the 1080 movie quality which is useless.  Its not fair to have been sold a product which only provides half its function. I\'ve never written a review or felt the need to until now. This has been the worst experience. I bought this camera in August, I began the process to return it after trying to update the firmware without success. I was told both by Amazon and Canon this is no longer under warranty and neither will accept a return or repair it. $200 wasted. What a horrible feeling. Please, Save yourself the hassle, grief and hours spent trying to call, update firmware, etc.',' negetive'
'Disappointed. Camera battery immediately drains if I use the video feature. Called Canon directly after checking online and seeing that this was a common issue - figured no point in just getting another one from Amazon. Shame on Canon for continuing to sell this given how common this issue is - only option is to send camera back and hope that canon can repair issue, but it sounds like that isn\'t likely. Steer clear of this model.',' negetive'
'Completely uselss camera. Shuts off after 1 min with low battery warning while shooting movies though the battery is full.',' negetive'
'I bought this camera after reading many positive reviews on professional websites. They all highlighted the camera\'s fantastic picture taking ability, which I completely agree with. However, there is a huge flaw with this camera\'s battery. You will run into many situations where the battery indicator is reading empty but the battery is still fully charged. This would only be a minor inconvenience except that the camera will also shut itself off when it thinks the battery has died (even though you still have a full charge). This makes the camera completely unreliable and will cause you to miss many photo opportunities. I missed several shots on my honeymoon because the camera thought it was dead even though I just charged the battery!If you look hard enough at reviews, you will find this battery problem mentioned by a number of customers. Do yourself a favor and read through this 90+ pages of complaints about the battery issue on Canons website: [...]Please, learn from my mistake and avoid this camera.',' negetive'
'This camera has a major glitch that undermines its otherwise fine features. The battery indicator is misleading about the actual state of charge of the battery, both in still shooting and video. More than once the camera has shut down when the battery indicator showed 2/3 full charge. This has happened after installing the most recent firmware. This glitch effectively significantly shortens the useful life of a battery charge, such that I have found it necessary to carry extra batteries for almost all shooting situations. Even so, I find myself missing shots because the camera begins acting up prematurely. I have contacted Canon and they have dodged my questions about this issue.',' negetive'
'I\'ve owned about 6 Powershots in the past.  This one was out of focus for about half the photos and videos from day one.  I pre-ordered it from Amazon because I wanted to have it for my vacation in Cancun.  But I had to throw away about halve the photos and videos because they were too blurry.I sent the camera in and they just sent me an E-mail that they were going to exchange my \"new\" hardly used camera with a used one.  I called them to complain, but they told me that that\'s they way they do things.  Also, the used camera has the same serial number sequence that has problems.  But I\'m not supposed to worry because this camera has will have a 3 month warranty.What a rip off.  To top it off, the camera is $100 cheaper now, just a few months later.',' negetive'
'Don\'t buy this camera!!! The camera \"Charge Battery\" indicator will come on even when a fully charged battery is placed into the camera.  I am lucky if I can take one picture.  This camera is completely useless.',' negetive'
'Great zoom.However the camera was a big disappointment.It has been taken some 100 photos. But now it will only take a single photo on a fully charged battery.I have bought a new battery -to no avail. I have downloaded the firmeware and reinstalled - to no avail.Now the camera is shipped back for replacement.',' negetive'
'I\'ve never had a camera that inhales dust the way this one does.I had the previous model before this one... and it had a minor problem... but nowhere as bad as this one.I took my first flash photo a few days ago... and upon examining the photo... it looks like there are drops of sweat everywhere on the photo... flares from dust spots.Never seen it before... and now I have to figure out how to get it cleaned. Argh.Gotta find something different!Great lens & features otherwise... but after 2 months... with this much dust... this is a deal killer... and NOT ACCEPTABLE.BTW... I have not been in any extraordinary environments... dusty or otherwise with this camera.But it appears that the bellows-effect when zooming is sucking in micro dust particles and depositing them (visibly) inside the lens...',' negetive'
'Canon should be ashamed for selling this product which can\'t record video as described.  Read the reviews on Canon\'s own website regarding this camera.  Even after doing the firmware update as recommended it still doesn\'t operate.  When attempting to record a video, the low battery light flashes, even with a fully charged battery.  After 20 seconds of recording it shuts down and a message comes up to recharge the battery.I contacted Canon support and was told that a camera that has a serial number with the sixth digit being 2 or below requires the firmware update and that should correct the problem. My firmware update was done correctly and I\'m sure the reviews of the others that did updates are also correct.  IT DOESN\'T CORRECT THE PROBLEM.  The tech support agent couldn\'t explain except that it must be an internal problem in the camera and I could either send it in for repair or try and and exchange it for a new camera.  I have had the camera for just over one week and it has only caused frustration.  CANNON, PLEASE READ THE REVIEWS ON YOUR OWN WEBSITE.  TAKE THE CAMERA OFF OF THE MARKET IF THE PROBLEM CAN\'T BE FIXED.  Please be careful before buying this product.  Thank goodness that I am dealing with AMAZON - THANKS AMAZON.',' negetive'
'I bought this camera a month ago, and was just checking about returning it and missed the deadline to return it without $$$ penalty by one day.  That sucks and so does this camera.  The zoom is great and it takes nice photos once it decides to focus.  So if you want to spend $300 for a camera that takes nice pictures go for it.  There is a lot of other camera at half that price that take great pictures thou.  If you want to take movies with this camera forget it!  They come out nice, BUT, you have like 3 minutes of battery life before it dies when you use the video function.  I bought an extra battery with this and it doesnt matter which one I use or which charger I use, they both die within 5 minutes of using the video function.  Huge flaw in this product.  I can\'t believe it. Its BS.  I\'ve had 4 canon powershots before, and not a single one ever had battery life issues. Its not highly unlikely I will buy another Canon. I\'m also mad at Amazon wanting to penalize my refund because of one day.  That\'s BS.  I ordered the camera before I actually needed it.  How was I supposed to know the battery life while making videos was going to be so horrible?  I DO NOT RECOMMEND YOU BUY THIS CAMERA.  Its not worth the price.',' negetive'
'Canon marketing or engineering made some odd choices in this 20x travel zoom.  It competes with the Panasonic ZS30, Nikon S9200 and the Sony HX50.Pros.- The 12 MP sensor and lens combination is clear and sharp with snappy colors.- The digital zoom has fewer artifacts than the competition.Cons.- The camera tends to overexpose and blow out highlights.  It doesn\'t offer automatic exposure bracketing which might avoid this problem (and will one day be available with the CHDK firmware mods).- No travel 20x zoom lens is going to offer wide apertures but this lens has a narrowest aperture of f/8.  If you attempt to shoot a longer shutter and narrow aperture to increase your depth of field or blur water or action, the camera will blow out the scene.- The initial battery indicator bug in video appears to have been fixed, but when the 4GB file size limit is reached, this camera stops recording.  If you notice this, you can push the video button and record another 25 min segment.  But there will always be a gap.  Every dash dvd avoids this as do the competition, but not Canon.- No sweep panorama option available on the competition and most cellphones.- The WiFi does not have remote control like the competition.- Focus and exposure is restricted to the center of the image unless the camera detects a face.- ISO is automatic restricted to 80 on long shutter speed shots.  So if you shot in low light like a club show, the Canon makes it even more difficult to hand hold a useable shot.Overall, this could have been a much better camera with much better software.  Canon made some choices which seriously detracts from the usefulness of this camera.',' negetive'
'If you are buying this camera for movie mode then don\'t waste your money. There is a major fault with the battery level indicator when in video mode. The battery indicator will appear and the camera will shut off in video/movie mode but if you eject the battery and start again in photo mode then the battery will show full or near full charge. Canon tried to fix this issue with an updated firmware however I tried this and it did not fix the problem. I would definitely not suggest this camera for anyone interested in video / movies.',' negetive'
'I bought this model based on its superior photo quality compared to its current rivals.  Unfortunately, mine also exhibited the video battery problem even after the firmware update.  I can\'t live with that so it\'s going back.  Too bad.  I have been a Canon user for well over a decade.  Most of my family also have Canon point and shoot models.  My wife has an SX240 which I have always thought took great pictures.  Canon: You need to recall the defective serials and make this right.  I am moving on to another brand.  Very disappointing...',' negetive'
